0.1108	1
0.1148	1
0.1188	1
0.1228	1
0.1268	1
0.1308	1
0.1348	1
0.1388	1
0.1428	1
0.1468	1
0.1508	1
0.1548	1
0.1588	1
0.1628	1
0.1668	1
0.1708	1
0.1748	1
0.1788	1
0.1828	1
0.1868	1
0.1908	1
0.1948	1
0.1988	1
0.2028	2
0.2068	2
0.2108	2
0.2148	2
0.2188	2
0.2228	2
0.2268	2
0.2308	2
0.2348	2
0.2388	2
0.2428	2
0.2468	2
0.2508	2
0.2548	2
0.2588	2
0.2628	2
0.2668	2
0.2708	2
0.2748	2
0.2788	2
0.2828	2
0.2868	2
0.2908	2
0.2948	2
0.2988	2
0.3028	3
0.3068	3
0.3108	3
0.3148	3
0.3188	3
0.3228	3
0.3268	3
0.3308	3
0.3348	3
0.3388	3
0.3428	3
0.3468	3
0.3508	3
0.3548	3
0.3588	3
0.3628	3
0.3668	3
0.3708	3
0.3748	3
0.3788	3
0.3828	3
0.3868	3
0.3908	3
0.3948	3
0.3988	3
0.4028	4
0.4068	4
0.4108	4
0.4148	4
0.4188	4
0.4228	4
0.4268	4
0.4308	4
0.4348	4
0.4388	4
0.4428	4
0.4468	4
0.4508	4
0.4548	4
0.4588	4
0.4628	4
0.4668	4
0.4708	4
0.4748	4
0.4788	4
0.4828	4
0.4868	4
0.4908	4
0.4948	4
0.4988	4
0.5028	5
0.5068	5
0.510032	5
0.5108	5
0.5148	5
0.5188	5
0.520064	5
0.5228	5
0.5268	5
0.530096	5
0.5308	5
0.5348	5
0.5388	5
0.540128	5
0.5428	5
0.5468	5
0.55016	5
0.5508	5
0.5548	5
0.5588	5
0.560192	5
0.5628	5
0.5668	5
0.5708	5
0.571024	5
0.571856	5
0.5748	5
0.5788	5
0.581856	5
0.582688	5
0.583488	5
0.5868	5
0.5908	5
0.592688	5
0.59352	5
0.5948	5
0.5988	5
0.60272	6
0.6028	6
0.603552	6
0.6068	6
0.6108	6
0.612752	6
0.613584	6
0.6148	6
0.6188	6
0.622784	6
0.6228	6
0.623616	6
0.6268	6
0.6308	6
0.633616	6
0.634448	6
0.6348	6
0.63528	6
0.636112	6
0.6388	6
0.6428	6
0.644448	6
0.64528	6
0.646112	6
0.646912	6
0.647744	6
0.6508	6
0.6548	6
0.65528	6
0.656112	6
0.656944	6
0.658576	6
0.6588	6
0.6628	6
0.665312	6
0.666144	6
0.6668	6
0.666976	6
0.668608	6
0.6708	6
0.6748	6
0.675344	6
0.676176	6
0.677008	6
0.67864	6
0.6788	6
0.6828	6
0.685376	6
0.686208	6
0.6868	6
0.68704	6
0.688672	6
0.6908	6
0.6948	6
0.696208	6
0.69704	6
0.697872	6
0.698704	6
0.6988	6
0.699536	6
0.700368	7
0.7012	7
0.702032	7
0.7028	7
0.7068	7
0.707632	7
0.708464	7
0.709296	7
0.710128	7
0.71096	7
0.71176	7
0.712592	7
0.713424	7
0.714256	7
0.715056	7
0.718464	7
0.7188	7
0.719296	7
0.720128	7
0.72096	7
0.721792	7
0.7228	7
0.723424	7
0.724256	7
0.725088	7
0.7268	7
0.728496	7
0.729328	7
0.73016	7
0.7308	7
0.730992	7
0.731824	7
0.733456	7
0.734288	7
0.7348	7
0.73512	7
0.738528	7
0.7388	7
0.73936	7
0.740192	7
0.741024	7
0.741856	7
0.7428	7
0.743488	7
0.74432	7
0.745152	7
0.7468	7
0.74856	7
0.749392	7
0.750224	7
0.7508	7
0.751056	7
0.751888	7
0.75352	7
0.754352	7
0.7548	7
0.755184	7
0.7588	7
0.759392	7
0.760224	7
0.761056	7
0.761888	7
0.76272	7
0.7628	7
0.763552	7
0.764384	7
0.765216	7
0.766048	7
0.7668	7
0.76688	7
0.767712	7
0.768544	7
0.769376	7
0.770208	7
0.770224	7
0.771024	7
0.77104	7
0.771856	7
0.771872	7
0.772688	7
0.77352	7
0.774352	7
0.775184	7
0.775984	7
0.776816	7
0.777648	7
0.77848	7
0.779312	7
0.780144	7
0.780944	7
0.781056	7
0.781776	7
0.782608	7
0.782688	7
0.78344	7
0.78352	7
0.784272	7
0.784352	7
0.785104	7
0.785184	7
0.785904	7
0.786016	7
0.7868	7
0.787648	7
0.78848	7
0.789312	7
0.790144	7
0.7908	7
0.790976	7
0.791088	7
0.792608	7
0.79272	7
0.79344	7
0.793552	7
0.794272	7
0.794384	7
0.7948	7
